time,DRN01,DRN02,DRN03,DRN04,DRN05,DRN06,DRN07,DRN08,DRN09,DRN10,DRN11,DRN12,DRN13,DRN14,DRN15,DRN16,DRN17,DRN18
8217.400000000,-2325.6,-20933.,-4293.1,-32933.,-0.14873E+06,-16456.,-67099.,-68034.,-0.51795E+06,0.0000,-0.16970E+06,-0.12205E+06,-0.25666E+06,-0.13502E+06,-37772.,-83577.,-0.15222E+06,-39972.
8247.400000000,-2392.3,-22409.,-4560.1,-34262.,-0.16262E+06,-17016.,-81015.,-72005.,-0.59000E+06,0.0000,-0.20232E+06,-0.14362E+06,-0.27952E+06,-0.15755E+06,-41374.,-0.11217E+06,-0.18648E+06,-44635.
8278.400000000,-2464.6,-23462.,-4832.6,-35861.,-0.17753E+06,-17344.,-91583.,-75575.,-0.63178E+06,0.0000,-0.22533E+06,-0.15016E+06,-0.30422E+06,-0.18227E+06,-44374.,-0.14646E+06,-0.20298E+06,-49414.
8309.400000000,-2525.0,-24108.,-5070.5,-37508.,-0.18771E+06,-17608.,-96139.,-81252.,-0.63345E+06,0.0000,-0.23112E+06,-0.15272E+06,-0.32127E+06,-0.20235E+06,-46209.,-0.15958E+06,-0.21419E+06,-52597.
8339.400000000,-2585.7,-24611.,-5204.1,-38733.,-0.19160E+06,-18003.,-96747.,-85023.,-0.61163E+06,0.0000,-0.22549E+06,-0.15553E+06,-0.32722E+06,-0.21187E+06,-46388.,-0.14956E+06,-0.20340E+06,-53809.
8370.400000000,-2553.2,-23388.,-5031.3,-37512.,-0.18419E+06,-17835.,-81461.,-77024.,-0.50737E+06,0.0000,-0.17901E+06,-0.10531E+06,-0.31329E+06,-0.19085E+06,-44315.,-99500.,-0.18108E+06,-51929.
8400.400000000,-2477.6,-22402.,-4778.2,-35826.,-0.17210E+06,-17365.,-71945.,-70505.,-0.44737E+06,0.0000,-0.15246E+06,-71324.,-0.28961E+06,-0.16268E+06,-42432.,-56714.,-0.14169E+06,-48520.
8431.400000000,-2405.9,-21610.,-4544.9,-34212.,-0.16170E+06,-16928.,-65112.,-65586.,-0.41435E+06,0.0000,-0.13847E+06,-55768.,-0.27164E+06,-0.13938E+06,-40730.,-40179.,-0.11845E+06,-45336.
8462.400000000,-2336.1,-20878.,-4330.2,-32695.,-0.15290E+06,-16526.,-59712.,-61448.,-0.39363E+06,0.0000,-0.12912E+06,-47864.,-0.25129E+06,-0.12167E+06,-39151.,-33142.,-0.10408E+06,-42535.
8490.400000000,-2275.4,-20251.,-4149.7,-31389.,-0.14597E+06,-16186.,-55915.,-58569.,-0.38002E+06,0.0000,-0.12271E+06,-43908.,-0.23496E+06,-0.10961E+06,-37803.,-29991.,-95182.,-40180.
8521.400000000,-2214.3,-19684.,-3971.8,-30022.,-0.13963E+06,-15834.,-54218.,-56340.,-0.37438E+06,0.0000,-0.12148E+06,-41073.,-0.22390E+06,-98839.,-36423.,-28225.,-88606.,-37864.
8551.400000000,-2254.3,-20226.,-4104.2,-30906.,-0.14510E+06,-16105.,-61117.,-59864.,-0.42631E+06,0.0000,-0.14063E+06,-70358.,-0.23350E+06,-0.11362E+06,-37683.,-51806.,-0.11372E+06,-38889.
8582.400000000,-2341.4,-21762.,-4468.1,-33261.,-0.15978E+06,-16830.,-73175.,-70398.,-0.53670E+06,-73.942,-0.18023E+06,-0.13508E+06,-0.25978E+06,-0.14307E+06,-40436.,-89488.,-0.15711E+06,-42503.
8612.400000000,-2474.0,-23374.,-4778.3,-35750.,-0.17386E+06,-17609.,-85372.,-78437.,-0.59550E+06,-209.23,-0.20988E+06,-0.16891E+06,-0.28556E+06,-0.16651E+06,-43878.,-0.11302E+06,-0.18338E+06,-47198.
8643.400000000,-2544.9,-24555.,-5019.8,-37298.,-0.18733E+06,-17972.,-96039.,-80521.,-0.63865E+06,-97.284,-0.23576E+06,-0.16512E+06,-0.30779E+06,-0.18821E+06,-48436.,-0.14899E+06,-0.19936E+06,-52700.
8674.400000000,-2635.2,-25549.,-5278.7,-39346.,-0.19589E+06,-18497.,-0.10006E+06,-86764.,-0.64095E+06,-73.334,-0.24004E+06,-0.17872E+06,-0.32538E+06,-0.21178E+06,-51417.,-0.16838E+06,-0.20676E+06,-56439.
8704.400000000,-2673.9,-25857.,-5350.9,-40090.,-0.19771E+06,-18757.,-99991.,-87615.,-0.61452E+06,0.0000,-0.23301E+06,-0.16184E+06,-0.32764E+06,-0.21537E+06,-51065.,-0.15267E+06,-0.19938E+06,-57406.
8735.400000000,-2709.4,-25449.,-5226.9,-39278.,-0.19117E+06,-18530.,-92162.,-82106.,-0.54222E+06,-6.6628,-0.20231E+06,-0.12073E+06,-0.32028E+06,-0.20001E+06,-49406.,-0.10962E+06,-0.18189E+06,-55735.
8765.400000000,-2630.3,-24382.,-4959.3,-37556.,-0.17907E+06,-18064.,-80916.,-73881.,-0.47376E+06,-143.08,-0.16979E+06,-78166.,-0.29325E+06,-0.17091E+06,-47272.,-60868.,-0.14207E+06,-52222.
8796.400000000,-2553.4,-23554.,-4717.3,-35899.,-0.16847E+06,-17623.,-73192.,-68503.,-0.43659E+06,-250.97,-0.15018E+06,-60920.,-0.27279E+06,-0.14657E+06,-45358.,-41910.,-0.11861E+06,-48876.
8827.400000000,-2478.6,-22771.,-4494.4,-34337.,-0.15938E+06,-17211.,-67069.,-64103.,-0.41291E+06,-324.03,-0.13880E+06,-51781.,-0.25688E+06,-0.12756E+06,-43598.,-34163.,-0.10426E+06,-45772.
8855.400000000,-2411.6,-22092.,-4307.4,-32992.,-0.15218E+06,-16860.,-62461.,-60691.,-0.39723E+06,-366.43,-0.13140E+06,-47133.,-0.24158E+06,-0.11477E+06,-42111.,-30584.,-95375.,-43148.
8886.400000000,-2339.8,-21373.,-4115.8,-31589.,-0.14516E+06,-16493.,-58577.,-57788.,-0.38414E+06,-389.38,-0.12491E+06,-43730.,-0.22684E+06,-0.10333E+06,-40564.,-28559.,-89128.,-40533.
8916.400000000,-2344.3,-20707.,-3974.7,-31735.,-0.13749E+06,-16233.,-54308.,-56074.,-0.36585E+06,-356.84,-0.11564E+06,-37292.,-0.23801E+06,-98100.,-40043.,-28953.,-0.11832E+06,-37996.
8947.400000000,-2480.9,-21834.,-4322.7,-33780.,-0.14993E+06,-16805.,-64643.,-65501.,-0.48395E+06,-481.82,-0.15397E+06,-99835.,-0.25862E+06,-0.12350E+06,-41937.,-65580.,-0.15181E+06,-40365.
8977.400000000,-2574.7,-23253.,-4628.0,-35496.,-0.16368E+06,-17432.,-76993.,-71664.,-0.56330E+06,-472.66,-0.19163E+06,-0.13601E+06,-0.28309E+06,-0.15179E+06,-44889.,-97418.,-0.17777E+06,-44042.
9008.400000000,-2644.0,-24492.,-4903.8,-37094.,-0.17967E+06,-17945.,-91339.,-74986.,-0.62412E+06,-343.19,-0.22179E+06,-0.14949E+06,-0.30464E+06,-0.17731E+06,-49077.,-0.13882E+06,-0.19951E+06,-49468.
9039.400000000,-2690.3,-25365.,-5165.9,-39024.,-0.19046E+06,-18209.,-97417.,-81853.,-0.62619E+06,-263.75,-0.22954E+06,-0.15896E+06,-0.32178E+06,-0.20081E+06,-51951.,-0.15842E+06,-0.20960E+06,-53509.
9069.400000000,-2722.6,-25624.,-5224.8,-39370.,-0.19280E+06,-18359.,-97810.,-82133.,-0.60346E+06,-101.60,-0.22367E+06,-0.14121E+06,-0.32646E+06,-0.20242E+06,-51694.,-0.14106E+06,-0.20267E+06,-55086.
9100.400000000,-2764.7,-25660.,-5186.4,-38559.,-0.18999E+06,-18172.,-93870.,-78539.,-0.55340E+06,-45.711,-0.20408E+06,-0.12050E+06,-0.31907E+06,-0.19777E+06,-50050.,-0.11460E+06,-0.18166E+06,-54651.
9130.400000000,-2685.6,-24534.,-4914.5,-36837.,-0.17790E+06,-17721.,-82128.,-71488.,-0.47661E+06,-189.61,-0.16880E+06,-77501.,-0.29455E+06,-0.16864E+06,-47876.,-62563.,-0.14197E+06,-51193.
9161.400000000,-2608.1,-23686.,-4672.1,-35189.,-0.16742E+06,-17294.,-73685.,-66473.,-0.43622E+06,-315.53,-0.14920E+06,-59674.,-0.28089E+06,-0.14439E+06,-45918.,-42129.,-0.11876E+06,-47926.
9192.400000000,-2533.3,-22898.,-4453.7,-33641.,-0.15849E+06,-16898.,-67163.,-62408.,-0.41190E+06,-402.50,-0.13778E+06,-50826.,-0.25934E+06,-0.12583E+06,-44148.,-34075.,-0.10452E+06,-44908.
9220.400000000,-2464.9,-22217.,-4268.2,-32309.,-0.15144E+06,-16560.,-62305.,-59223.,-0.39649E+06,-454.11,-0.13031E+06,-46145.,-0.24142E+06,-0.11329E+06,-42630.,-30465.,-95626.,-42360.
9251.400000000,-2392.6,-21511.,-4083.0,-30921.,-0.14471E+06,-16214.,-58390.,-57043.,-0.38490E+06,-485.01,-0.12423E+06,-43286.,-0.23298E+06,-0.10217E+06,-41041.,-28594.,-89339.,-39768.
9281.400000000,-2466.0,-21800.,-4134.8,-30964.,-0.14642E+06,-16501.,-62806.,-59067.,-0.44003E+06,-500.94,-0.14044E+06,-66587.,-0.23563E+06,-0.10907E+06,-40175.,-42943.,-0.11132E+06,-38397.
9312.400000000,-2612.6,-22992.,-4457.6,-33194.,-0.15942E+06,-17178.,-71117.,-68609.,-0.52345E+06,-585.09,-0.17260E+06,-0.12310E+06,-0.25886E+06,-0.13702E+06,-43155.,-79369.,-0.14665E+06,-41811.
9342.400000000,-2687.6,-24158.,-4708.9,-34938.,-0.17099E+06,-17751.,-81090.,-73612.,-0.56832E+06,-645.82,-0.19532E+06,-0.13897E+06,-0.27700E+06,-0.16449E+06,-46547.,-0.10713E+06,-0.16906E+06,-45592.
9373.400000000,-2758.1,-25132.,-4962.6,-36652.,-0.18346E+06,-18105.,-92927.,-76624.,-0.59770E+06,-565.44,-0.21881E+06,-0.15108E+06,-0.30110E+06,-0.18807E+06,-51549.,-0.14852E+06,-0.19868E+06,-51060.
9404.400000000,-2813.9,-26033.,-5218.6,-38356.,-0.19393E+06,-18437.,-99921.,-81242.,-0.60778E+06,-484.18,-0.23108E+06,-0.15524E+06,-0.32021E+06,-0.21044E+06,-55867.,-0.17132E+06,-0.21526E+06,-55633.
9434.400000000,-2862.4,-26485.,-5320.1,-39029.,-0.19811E+06,-18658.,-0.10127E+06,-82663.,-0.58229E+06,-370.11,-0.22706E+06,-0.14608E+06,-0.32988E+06,-0.21315E+06,-56265.,-0.15705E+06,-0.21637E+06,-58205.
9465.400000000,-2910.8,-26291.,-5271.5,-38597.,-0.19530E+06,-18648.,-93834.,-80411.,-0.54133E+06,-402.48,-0.20292E+06,-0.12772E+06,-0.32309E+06,-0.20392E+06,-54707.,-0.11874E+06,-0.19271E+06,-57528.
9495.400000000,-2829.2,-25149.,-4997.6,-36919.,-0.18292E+06,-18174.,-82277.,-72769.,-0.47543E+06,-511.11,-0.16873E+06,-80146.,-0.29559E+06,-0.17392E+06,-52353.,-64822.,-0.14838E+06,-53963.
9526.400000000,-2747.7,-24308.,-4751.2,-35301.,-0.17222E+06,-17725.,-74216.,-67557.,-0.43769E+06,-598.07,-0.14898E+06,-61260.,-0.27117E+06,-0.14888E+06,-50164.,-43237.,-0.12237E+06,-50564.
9557.400000000,-2668.7,-23512.,-4527.0,-33777.,-0.16301E+06,-17308.,-67890.,-63281.,-0.41421E+06,-653.47,-0.13823E+06,-51684.,-0.25558E+06,-0.12942E+06,-48149.,-34733.,-0.10662E+06,-47409.
9586.400000000,-2595.0,-22801.,-4333.9,-32418.,-0.15552E+06,-16941.,-63027.,-59921.,-0.39860E+06,-681.24,-0.13092E+06,-46915.,-0.23909E+06,-0.11574E+06,-46380.,-30777.,-96741.,-44653.
9617.400000000,-2525.2,-22107.,-4164.8,-31070.,-0.14882E+06,-16588.,-59282.,-57906.,-0.39142E+06,-672.26,-0.12606E+06,-45047.,-0.23119E+06,-0.10575E+06,-44661.,-30134.,-90105.,-42018.
9647.400000000,-2587.0,-22607.,-4233.4,-30415.,-0.15479E+06,-16800.,-65741.,-58157.,-0.46846E+06,-647.47,-0.15063E+06,-62717.,-0.23052E+06,-0.11536E+06,-45198.,-44740.,-0.11609E+06,-42632.
9678.400000000,-2682.3,-23769.,-4385.2,-30205.,-0.16629E+06,-17461.,-75621.,-60622.,-0.54031E+06,-734.59,-0.17953E+06,-0.10429E+06,-0.24020E+06,-0.13210E+06,-47996.,-64610.,-0.14687E+06,-45634.
9708.400000000,-2756.1,-24610.,-4676.0,-31924.,-0.18091E+06,-17949.,-87220.,-65367.,-0.59993E+06,-627.01,-0.21257E+06,-0.12650E+06,-0.26621E+06,-0.15536E+06,-52297.,-94962.,-0.18137E+06,-50440.
9739.400000000,-2816.1,-25474.,-4947.6,-33695.,-0.19376E+06,-18385.,-97021.,-69980.,-0.62026E+06,-450.50,-0.22942E+06,-0.14378E+06,-0.29139E+06,-0.17926E+06,-56848.,-0.13230E+06,-0.20289E+06,-55530.
9770.400000000,-2863.6,-26365.,-5211.8,-35824.,-0.20312E+06,-18688.,-0.10217E+06,-76708.,-0.61690E+06,-350.04,-0.23658E+06,-0.14685E+06,-0.30951E+06,-0.20616E+06,-60702.,-0.16240E+06,-0.21403E+06,-59683.
9800.400000000,-2901.0,-26699.,-5273.4,-36408.,-0.20503E+06,-18873.,-0.10157E+06,-78169.,-0.58160E+06,-206.45,-0.22753E+06,-0.13185E+06,-0.31445E+06,-0.20863E+06,-59857.,-0.14615E+06,-0.20641E+06,-60405.
9831.400000000,-2883.6,-26068.,-5158.2,-36417.,-0.19690E+06,-18746.,-91600.,-76057.,-0.51356E+06,-256.06,-0.19702E+06,-0.10401E+06,-0.30919E+06,-0.19264E+06,-58333.,-0.10349E+06,-0.18649E+06,-58333.
9861.400000000,-2804.7,-25038.,-4899.2,-34837.,-0.18460E+06,-18267.,-80759.,-69652.,-0.46113E+06,-405.75,-0.16801E+06,-70691.,-0.28546E+06,-0.16433E+06,-55846.,-57509.,-0.14412E+06,-54579.
9892.400000000,-2728.3,-24184.,-4660.8,-33314.,-0.17386E+06,-17814.,-73081.,-64660.,-0.43001E+06,-523.24,-0.14909E+06,-55313.,-0.26666E+06,-0.14107E+06,-53448.,-40005.,-0.11936E+06,-51141.
9923.400000000,-2655.3,-23399.,-4442.2,-31877.,-0.16460E+06,-17394.,-66901.,-60572.,-0.40985E+06,-580.10,-0.13834E+06,-47605.,-0.24695E+06,-0.12369E+06,-51259.,-32892.,-0.10422E+06,-47970.
9951.400000000,-2589.2,-22721.,-4258.5,-30640.,-0.15728E+06,-17036.,-62442.,-58154.,-0.39613E+06,-610.15,-0.13158E+06,-43685.,-0.23080E+06,-0.11159E+06,-49438.,-29762.,-94922.,-45289.
9982.400000000,-2515.8,-22011.,-4090.7,-29573.,-0.15028E+06,-16662.,-58758.,-56273.,-0.38594E+06,-623.39,-0.12693E+06,-41115.,-0.21769E+06,-0.10296E+06,-47550.,-29966.,-88233.,-42584.
10012.40000000,-2550.5,-22422.,-4274.5,-31354.,-0.15828E+06,-16952.,-64418.,-62007.,-0.46213E+06,-655.13,-0.15097E+06,-77857.,-0.23175E+06,-0.11973E+06,-48595.,-55975.,-0.11936E+06,-43996.
10043.40000000,-2639.3,-23795.,-4567.0,-33808.,-0.17136E+06,-17652.,-77425.,-69623.,-0.54544E+06,-312.82,-0.18626E+06,-0.11840E+06,-0.25589E+06,-0.14783E+06,-48743.,-92493.,-0.15668E+06,-46330.
10073.40000000,-2704.8,-24876.,-4785.0,-35445.,-0.18079E+06,-17977.,-90027.,-72432.,-0.58382E+06,0.0000,-0.21656E+06,-0.12476E+06,-0.28345E+06,-0.16788E+06,-49128.,-0.12317E+06,-0.19491E+06,-48879.
10104.40000000,-2738.9,-24778.,-4832.9,-36927.,-0.18122E+06,-17945.,-94827.,-71276.,-0.54638E+06,0.0000,-0.21290E+06,-0.10476E+06,-0.30810E+06,-0.18102E+06,-48680.,-0.14166E+06,-0.20863E+06,-50682.
10135.40000000,-2791.2,-25319.,-4979.1,-38138.,-0.18431E+06,-18135.,-99888.,-73670.,-0.55763E+06,0.0000,-0.22524E+06,-0.11597E+06,-0.32767E+06,-0.19703E+06,-48314.,-0.15573E+06,-0.22296E+06,-52111.
10165.40000000,-2810.5,-24836.,-5079.1,-38419.,-0.18775E+06,-18532.,-88784.,-76329.,-0.53184E+06,0.0000,-0.19995E+06,-0.13030E+06,-0.33610E+06,-0.19531E+06,-46350.,-0.13462E+06,-0.21450E+06,-52355.
10196.40000000,-2763.8,-23810.,-4834.5,-36865.,-0.17864E+06,-18146.,-77347.,-69500.,-0.45068E+06,0.0000,-0.15955E+06,-83533.,-0.31432E+06,-0.17098E+06,-44042.,-77473.,-0.18274E+06,-49470.
10226.40000000,-2686.5,-22986.,-4606.3,-35103.,-0.16719E+06,-17686.,-69509.,-64240.,-0.40727E+06,0.0000,-0.14020E+06,-59295.,-0.28954E+06,-0.14637E+06,-42111.,-47134.,-0.14266E+06,-46186.
10257.40000000,-2610.6,-22243.,-4392.4,-33433.,-0.15750E+06,-17252.,-63353.,-60030.,-0.38359E+06,0.0000,-0.13014E+06,-48062.,-0.26522E+06,-0.12718E+06,-40350.,-35535.,-0.11890E+06,-43169.
10288.40000000,-2536.4,-21544.,-4194.3,-31875.,-0.14937E+06,-16849.,-58394.,-57359.,-0.36799E+06,0.0000,-0.12278E+06,-42527.,-0.24589E+06,-0.11305E+06,-38736.,-30685.,-0.10421E+06,-40500.
10316.40000000,-2465.8,-20939.,-4026.9,-30542.,-0.14302E+06,-16504.,-55119.,-55324.,-0.35818E+06,0.0000,-0.11752E+06,-39610.,-0.23509E+06,-0.10248E+06,-37405.,-28541.,-95244.,-38293.
10347.40000000,-2389.7,-20310.,-3871.8,-29397.,-0.13707E+06,-16154.,-52090.,-53833.,-0.35147E+06,0.0000,-0.11503E+06,-38208.,-0.22658E+06,-94425.,-36054.,-28235.,-89184.,-36080.
10377.40000000,-2436.1,-20793.,-4065.1,-30642.,-0.14398E+06,-16544.,-57929.,-59337.,-0.43372E+06,0.0000,-0.13918E+06,-73993.,-0.23501E+06,-0.11082E+06,-36492.,-52866.,-0.11660E+06,-36957.
10408.40000000,-2515.6,-21904.,-4335.5,-32518.,-0.15759E+06,-16965.,-70117.,-65364.,-0.51924E+06,0.0000,-0.17483E+06,-0.10514E+06,-0.25765E+06,-0.13374E+06,-39725.,-85927.,-0.15462E+06,-40389.
10438.40000000,-2574.8,-22464.,-4526.5,-34095.,-0.16659E+06,-17397.,-80377.,-68562.,-0.55992E+06,0.0000,-0.19969E+06,-0.12330E+06,-0.28411E+06,-0.15636E+06,-41945.,-0.11754E+06,-0.19331E+06,-43765.
10469.40000000,-2617.3,-22532.,-4602.2,-35611.,-0.17098E+06,-17686.,-83405.,-67803.,-0.53615E+06,0.0000,-0.19572E+06,-0.11945E+06,-0.30978E+06,-0.16981E+06,-44263.,-0.13774E+06,-0.20807E+06,-47286.
10500.40000000,-2673.6,-23468.,-4803.0,-36719.,-0.17978E+06,-18083.,-90134.,-71559.,-0.55659E+06,0.0000,-0.21390E+06,-0.13112E+06,-0.33071E+06,-0.18389E+06,-45147.,-0.14885E+06,-0.22671E+06,-49723.
10530.40000000,-2728.9,-24142.,-4906.7,-36987.,-0.18593E+06,-18387.,-92848.,-74397.,-0.54919E+06,0.0000,-0.21466E+06,-0.13625E+06,-0.33893E+06,-0.18032E+06,-44472.,-0.12861E+06,-0.22423E+06,-51029.
10561.40000000,-2690.1,-22973.,-4697.1,-35506.,-0.17867E+06,-18223.,-78343.,-66647.,-0.44432E+06,0.0000,-0.16628E+06,-93331.,-0.32416E+06,-0.16295E+06,-42010.,-78201.,-0.20076E+06,-49299.
10591.40000000,-2605.1,-22143.,-4482.1,-33729.,-0.16652E+06,-17719.,-69123.,-61944.,-0.40070E+06,0.0000,-0.14443E+06,-61004.,-0.30034E+06,-0.13964E+06,-40125.,-46881.,-0.15311E+06,-45919.
10622.40000000,-2525.5,-21401.,-4275.6,-32076.,-0.15642E+06,-17256.,-62273.,-58804.,-0.37781E+06,0.0000,-0.13097E+06,-47393.,-0.28225E+06,-0.12182E+06,-38441.,-34993.,-0.12563E+06,-42907.
10653.40000000,-2450.0,-20722.,-4083.7,-30543.,-0.14804E+06,-16834.,-57333.,-56317.,-0.36378E+06,0.0000,-0.12302E+06,-40815.,-0.25976E+06,-0.10856E+06,-36908.,-30380.,-0.10900E+06,-40233.
10681.40000000,-2382.6,-20143.,-3919.8,-29236.,-0.14152E+06,-16477.,-53854.,-54302.,-0.35463E+06,0.0000,-0.11738E+06,-37703.,-0.24371E+06,-98686.,-35616.,-28286.,-98989.,-37995.
10712.40000000,-2312.8,-19539.,-3770.9,-27990.,-0.13559E+06,-16115.,-50705.,-52519.,-0.34886E+06,0.0000,-0.11556E+06,-35961.,-0.22783E+06,-92656.,-34304.,-29321.,-91830.,-35782.
10742.40000000,-2350.8,-19766.,-3992.5,-29099.,-0.14512E+06,-16320.,-57899.,-56398.,-0.43412E+06,0.0000,-0.14295E+06,-67072.,-0.24183E+06,-0.11242E+06,-35086.,-60876.,-0.13023E+06,-37246.
10773.40000000,-2465.7,-21131.,-4316.8,-30837.,-0.15812E+06,-16944.,-68624.,-63770.,-0.49763E+06,0.0000,-0.17083E+06,-0.11755E+06,-0.26809E+06,-0.13825E+06,-36080.,-97979.,-0.16931E+06,-39754.
10803.40000000,-2505.1,-21339.,-4475.7,-32504.,-0.16398E+06,-17163.,-74267.,-64162.,-0.51688E+06,0.0000,-0.18409E+06,-0.11513E+06,-0.29342E+06,-0.15695E+06,-38007.,-0.12840E+06,-0.20183E+06,-42439.
10834.40000000,-2593.6,-22266.,-4714.9,-34241.,-0.17317E+06,-17677.,-83864.,-68483.,-0.55966E+06,0.0000,-0.20815E+06,-0.13960E+06,-0.32026E+06,-0.17647E+06,-39870.,-0.15292E+06,-0.21973E+06,-45199.
10865.40000000,-2631.5,-22333.,-4832.4,-35402.,-0.17639E+06,-17865.,-86667.,-70332.,-0.54709E+06,0.0000,-0.20897E+06,-0.13428E+06,-0.33725E+06,-0.18822E+06,-40428.,-0.15559E+06,-0.22924E+06,-46714.
10895.40000000,-2676.9,-22624.,-4880.6,-35207.,-0.17859E+06,-18003.,-87179.,-70777.,-0.52215E+06,0.0000,-0.20286E+06,-0.12966E+06,-0.33800E+06,-0.18627E+06,-39503.,-0.13202E+06,-0.21681E+06,-46994.
10926.40000000,-2657.1,-21695.,-4737.3,-33864.,-0.17322E+06,-17945.,-73598.,-65144.,-0.44174E+06,0.0000,-0.16230E+06,-99175.,-0.32414E+06,-0.17151E+06,-38247.,-85995.,-0.19587E+06,-46019.
10956.40000000,-2574.1,-20938.,-4506.2,-32201.,-0.16176E+06,-17466.,-65268.,-61020.,-0.39829E+06,0.0000,-0.14048E+06,-63422.,-0.29964E+06,-0.14623E+06,-36587.,-50406.,-0.15086E+06,-43081.
10987.40000000,-2494.3,-20254.,-4291.3,-30639.,-0.15210E+06,-17021.,-58988.,-58011.,-0.37458E+06,0.0000,-0.12793E+06,-48425.,-0.28404E+06,-0.12665E+06,-35083.,-36469.,-0.12465E+06,-40343.
